# Block,TrialType,Arrow,Response,leftSSD,rightSSD,ACC,RT
   5,   0,   1,   1, 250, 300,   1, 434
   5,   1,   1,   0, 300, 300,   3,   0
   5,   0,   1,   1, 300, 300,   1, 538
   5,   1,   1,   1, 250, 300,   4, 544
   5,   0,   2,   2, 250, 300,   1, 524
   5,   1,   2,   2, 250, 250,   4, 481
   5,   0,   1,   1, 250, 250,   1, 605
   5,   0,   2,   2, 250, 250,   1, 446
   5,   1,   2,   0, 250, 300,   3,   0
   5,   1,   1,   0, 300, 300,   3,   0
   5,   1,   2,   2, 300, 250,   4, 461
   5,   0,   1,   1, 300, 250,   1, 485
   5,   1,   2,   0, 300, 300,   3,   0
   5,   0,   2,   2, 300, 300,   1, 610
   5,   1,   1,   0, 350, 300,   3,   0
   5,   0,   2,   2, 350, 300,   1, 540
   5,   0,   2,   2, 350, 300,   1, 548
   5,   0,   1,   1, 350, 300,   1, 627
   5,   0,   1,   1, 350, 300,   1, 577
   5,   0,   1,   1, 350, 300,   1, 550
   5,   0,   1,   1, 350, 300,   1, 497
   5,   0,   1,   1, 350, 300,   1, 597
   5,   0,   1,   1, 350, 300,   1, 539
   5,   0,   2,   2, 350, 300,   1, 523
   5,   0,   2,   2, 350, 300,   1, 580
   5,   0,   1,   1, 350, 300,   1, 554
   5,   0,   2,   2, 350, 300,   1, 538
   5,   1,   1,   0, 400, 300,   3,   0
   5,   1,   1,   1, 350, 300,   4, 583
   5,   0,   1,   1, 350, 300,   1, 605
   5,   0,   2,   2, 350, 300,   1, 557
   5,   0,   2,   2, 350, 300,   1, 625
   5,   1,   1,   0, 400, 300,   3,   0
   5,   0,   2,   2, 400, 300,   1, 500
   5,   1,   2,   0, 400, 350,   3,   0
   5,   0,   1,   1, 400, 350,   1, 423
   5,   1,   2,   2, 400, 300,   4, 383
# 105,32,Male,Asian
