# Block,TrialType,Arrow,Response,leftSSD,rightSSD,ACC,RT
   1,   0,   1,   1, 200, 350,   1, 352
   1,   0,   2,   2, 200, 350,   1, 576
   1,   0,   2,   2, 200, 350,   1, 591
   1,   0,   1,   1, 200, 350,   1, 654
   1,   0,   2,   2, 200, 350,   1, 706
   1,   1,   2,   2, 200, 300,   4, 450
   2,   0,   1,   1, 200, 300,   1, 343
   2,   0,   1,   1, 200, 300,   1, 373
   2,   0,   1,   1, 200, 300,   1, 553
   2,   0,   1,   1, 200, 300,   1, 388
   2,   0,   2,   2, 200, 300,   1, 320
   2,   0,   2,   2, 200, 300,   1, 346
   2,   0,   1,   2, 200, 300,   0, 241
   2,   1,   1,   1, 150, 300,   4, 333
   2,   1,   2,   2, 150, 250,   4, 477
   2,   0,   2,   2, 150, 250,   1, 331
   2,   1,   2,   0, 150, 300,   3,   0
   2,   0,   2,   2, 150, 300,   1, 488
   2,   0,   1,   1, 150, 300,   1, 360
   2,   1,   1,   1, 100, 300,   4, 617
   2,   1,   2,   2, 100, 250,   4, 391
   2,   1,   1,   0, 150, 250,   3,   0
   2,   0,   2,   2, 150, 250,   1, 434
   2,   0,   1,   1, 150, 250,   1, 379
   2,   0,   2,   2, 150, 250,   1, 410
   2,   0,   2,   2, 150, 250,   1, 403
   2,   0,   1,   1, 150, 250,   1, 341
   2,   1,   2,   2, 150, 200,   4, 311
   2,   0,   1,   1, 150, 200,   1, 465
   2,   0,   2,   2, 150, 200,   1, 447
   2,   1,   1,   0, 200, 200,   3,   0
   2,   1,   1,   1, 150, 200,   4, 377
   2,   0,   2,   2, 150, 200,   1, 428
   2,   0,   1,   1, 150, 200,   1, 500
   2,   1,   2,   2, 150, 150,   4, 344
   2,   0,   2,   2, 150, 150,   1, 518
   2,   0,   2,   2, 150, 150,   1, 450
   2,   0,   1,   1, 150, 150,   1, 456
   2,   0,   1,   1, 150, 150,   1, 433
   2,   0,   2,   2, 150, 150,   1, 413
   2,   1,   2,   0, 150, 200,   3,   0
   2,   0,   2,   2, 150, 200,   1, 365
   2,   1,   2,   2, 150, 150,   4, 331
   2,   0,   2,   2, 150, 150,   1, 414
   2,   0,   1,   1, 150, 150,   1, 395
   2,   0,   2,   2, 150, 150,   1, 395
   2,   0,   2,   1, 150, 150,   0, 384
   2,   1,   2,   0, 150, 200,   3,   0
   2,   1,   2,   2, 150, 150,   4, 317
   2,   0,   1,   1, 150, 150,   1, 360
   2,   0,   1,   1, 150, 150,   1, 406
   2,   0,   2,   2, 150, 150,   1, 424
   2,   1,   1,   0, 200, 150,   3,   0
   2,   1,   2,   0, 200, 200,   3,   0
   2,   0,   1,   1, 200, 200,   1, 396
   2,   0,   2,   2, 200, 200,   1, 368
   2,   1,   1,   1, 150, 200,   4, 390
   2,   0,   1,   1, 150, 200,   1, 405
   2,   0,   2,   2, 150, 200,   1, 358
   2,   1,   1,   0, 200, 200,   3,   0
   2,   0,   2,   2, 200, 200,   1, 457
   2,   0,   1,   1, 200, 200,   1, 450
   2,   0,   1,   1, 200, 200,   1, 437
   2,   1,   1,   0, 250, 200,   3,   0
   2,   0,   1,   1, 250, 200,   1, 382
   2,   1,   1,   0, 300, 200,   3,   0
   3,   0,   2,   2, 300, 200,   1, 296
   3,   0,   1,   1, 300, 200,   1, 327
   3,   0,   2,   2, 300, 200,   1, 366
   3,   0,   2,   2, 300, 200,   1, 352
   3,   1,   1,   1, 250, 200,   4, 357
   3,   0,   2,   2, 250, 200,   1, 333
   3,   0,   2,   2, 250, 200,   1, 413
   3,   0,   2,   2, 250, 200,   1, 512
   3,   1,   2,   0, 250, 250,   3,   0
   3,   0,   1,   1, 250, 250,   1, 351
   3,   0,   1,   1, 250, 250,   1, 447
   3,   0,   2,   2, 250, 250,   1, 446
   3,   0,   1,   1, 250, 250,   1, 696
   3,   0,   2,   2, 250, 250,   1, 633
   3,   0,   1,   1, 250, 250,   1, 337
   3,   1,   2,   2, 250, 200,   4, 346
   3,   1,   2,   2, 250, 150,   4, 441
   3,   0,   1,   1, 250, 150,   1, 420
   3,   1,   1,   0, 300, 150,   3,   0
   3,   0,   2,   2, 300, 150,   1, 349
   3,   0,   2,   2, 300, 150,   1, 580
   3,   1,   2,   0, 300, 200,   3,   0
   3,   1,   1,   1, 250, 200,   4, 422
   3,   0,   1,   1, 250, 200,   1, 314
   3,   0,   2,   2, 250, 200,   1, 339
   3,   0,   1,   1, 250, 200,   1, 317
   3,   1,   2,   2, 250, 150,   4, 378
   3,   1,   1,   1, 200, 150,   4, 310
   3,   1,   1,   0, 250, 150,   3,   0
   3,   0,   2,   2, 250, 150,   1, 311
   3,   0,   1,   1, 250, 150,   1, 517
   3,   1,   1,   1, 200, 150,   4, 426
   3,   0,   1,   1, 200, 150,   1, 514
   3,   0,   1,   1, 200, 150,   1, 391
   3,   0,   1,   1, 200, 150,   1, 383
   3,   1,   2,   0, 200, 200,   3,   0
   3,   0,   2,   2, 200, 200,   1, 366
   3,   1,   2,   0, 200, 250,   3,   0
   3,   0,   1,   1, 200, 250,   1, 388
   3,   0,   2,   2, 200, 250,   1, 462
   3,   1,   1,   0, 250, 250,   3,   0
   3,   0,   1,   1, 250, 250,   1, 346
   3,   0,   1,   1, 250, 250,   1, 338
   3,   1,   2,   2, 250, 200,   4, 346
   3,   1,   1,   1, 200, 200,   4, 302
   3,   0,   2,   2, 200, 200,   1, 392
   3,   0,   1,   1, 200, 200,   1, 464
   3,   0,   2,   2, 200, 200,   1, 361
   3,   0,   2,   2, 200, 200,   1, 393
   3,   1,   2,   2, 200, 150,   4, 399
   3,   0,   2,   2, 200, 150,   1, 389
   3,   0,   1,   1, 200, 150,   1, 388
   3,   1,   2,   2, 200, 100,   4, 338
   3,   0,   2,   2, 200, 100,   1, 459
   3,   0,   2,   2, 200, 100,   1, 484
   3,   0,   1,   1, 200, 100,   1, 368
   3,   1,   1,   0, 250, 100,   3,   0
   3,   0,   1,   1, 250, 100,   1, 430
   3,   1,   1,   1, 200, 100,   4, 444
   3,   0,   1,   1, 200, 100,   1, 507
   4,   0,   2,   2, 200, 100,   1, 321
   4,   0,   1,   1, 200, 100,   1, 338
   4,   0,   2,   2, 200, 100,   1, 531
   4,   0,   1,   1, 200, 100,   1, 311
   4,   0,   2,   2, 200, 100,   1, 334
   4,   1,   1,   1, 150, 100,   4, 325
   4,   0,   2,   2, 150, 100,   1, 404
   4,   0,   1,   1, 150, 100,   1, 479
   4,   0,   2,   2, 150, 100,   1, 413
   4,   1,   1,   0, 200, 100,   3,   0
   4,   0,   2,   2, 200, 100,   1, 339
   4,   1,   2,   0, 200, 150,   3,   0
   4,   0,   1,   1, 200, 150,   1, 419
   4,   1,   2,   0, 200, 200,   3,   0
   4,   0,   2,   2, 200, 200,   1, 337
   4,   0,   1,   1, 200, 200,   1, 364
   4,   0,   1,   1, 200, 200,   1, 522
   4,   1,   1,   2, 150, 200,   4, 329
   4,   0,   1,   1, 150, 200,   1, 339
   4,   1,   2,   2, 150, 150,   4, 391
   4,   0,   2,   2, 150, 150,   1, 374
   4,   0,   2,   2, 150, 150,   1, 382
   4,   0,   1,   1, 150, 150,   1, 415
   4,   0,   2,   2, 150, 150,   1, 500
   4,   1,   2,   0, 150, 200,   3,   0
   4,   0,   2,   2, 150, 200,   1, 416
   4,   1,   1,   0, 200, 200,   3,   0
   4,   0,   1,   1, 200, 200,   1, 392
   4,   0,   2,   2, 200, 200,   1, 314
   4,   0,   1,   1, 200, 200,   1, 390
   4,   0,   1,   1, 200, 200,   1, 468
   4,   1,   2,   2, 200, 150,   4, 354
   4,   0,   2,   2, 200, 150,   1, 384
   4,   1,   1,   0, 250, 150,   3,   0
   4,   0,   1,   1, 250, 150,   1, 358
   4,   0,   2,   2, 250, 150,   1, 366
   4,   0,   1,   1, 250, 150,   1, 586
   4,   1,   2,   0, 250, 200,   3,   0
   4,   0,   1,   1, 250, 200,   1, 407
   4,   1,   2,   0, 250, 250,   3,   0
   4,   1,   1,   1, 200, 250,   4, 401
   4,   0,   2,   2, 200, 250,   1, 306
   4,   1,   1,   0, 250, 250,   3,   0
   4,   1,   1,   1, 200, 250,   4, 423
   4,   0,   1,   1, 200, 250,   1, 437
   4,   1,   1,   0, 250, 250,   3,   0
   4,   0,   2,   2, 250, 250,   1, 445
   4,   0,   1,   1, 250, 250,   1, 496
   4,   0,   1,   1, 250, 250,   1, 383
   4,   0,   2,   2, 250, 250,   1, 359
   4,   1,   2,   0, 250, 300,   3,   0
   4,   1,   2,   2, 250, 250,   4, 524
   4,   0,   1,   1, 250, 250,   1, 386
   4,   0,   1,   1, 250, 250,   1, 409
   4,   0,   1,   1, 250, 250,   1, 460
   4,   1,   1,   1, 200, 250,   4, 486
   4,   0,   2,   2, 200, 250,   1, 403
   4,   0,   2,   2, 200, 250,   1, 739
   4,   0,   2,   2, 200, 250,   1, 318
   4,   1,   2,   2, 200, 200,   4, 368
   5,   0,   2,   2, 200, 200,   1, 304
   5,   0,   2,   2, 200, 200,   1, 406
   5,   0,   2,   2, 200, 200,   1, 317
   5,   0,   2,   2, 200, 200,   1, 345
   5,   0,   1,   1, 200, 200,   1, 400
   5,   0,   1,   1, 200, 200,   1, 340
   5,   0,   1,   1, 200, 200,   1, 333
   5,   0,   1,   1, 200, 200,   1, 338
   5,   0,   2,   2, 200, 200,   1, 314
   5,   0,   1,   1, 200, 200,   1, 327
   5,   0,   2,   2, 200, 200,   1, 522
   5,   0,   2,   2, 200, 200,   1, 286
   5,   0,   1,   1, 200, 200,   1, 349
   5,   0,   2,   2, 200, 200,   1, 282
   5,   0,   2,   2, 200, 200,   1, 313
   5,   1,   1,   1, 150, 200,   4, 356
   5,   1,   2,   2, 150, 150,   4, 447
   5,   0,   2,   2, 150, 150,   1, 348
   5,   1,   1,   1, 100, 150,   4, 325
   5,   0,   1,   1, 100, 150,   1, 440
   5,   0,   2,   2, 100, 150,   1, 454
   5,   1,   1,   0, 150, 150,   3,   0
   5,   1,   1,   0, 200, 150,   3,   0
   5,   0,   2,   2, 200, 150,   1, 390
   5,   1,   2,   0, 200, 200,   3,   0
   5,   0,   1,   1, 200, 200,   1, 407
   5,   0,   2,   2, 200, 200,   1, 366
   5,   0,   1,   1, 200, 200,   1, 333
   5,   0,   2,   2, 200, 200,   1, 330
   5,   0,   1,   1, 200, 200,   1, 369
   5,   0,   1,   1, 200, 200,   1, 324
   5,   1,   1,   1, 150, 200,   4, 339
   5,   1,   2,   2, 150, 150,   4, 387
   5,   0,   2,   2, 150, 150,   1, 374
   5,   1,   2,   0, 150, 200,   3,   0
   5,   0,   2,   2, 150, 200,   1, 388
   5,   1,   1,   0, 200, 200,   3,   0
   5,   1,   1,   0, 250, 200,   3,   0
   5,   0,   1,   1, 250, 200,   1, 460
   5,   0,   1,   1, 250, 200,   1, 426
   5,   0,   2,   2, 250, 200,   1, 499
   5,   0,   1,   1, 250, 200,   1, 466
   5,   1,   2,   2, 250, 150,   4, 322
   5,   1,   1,   1, 200, 150,   4, 433
   5,   0,   2,   2, 200, 150,   1, 439
   5,   0,   2,   2, 200, 150,   1, 385
   5,   1,   2,   0, 200, 200,   3,   0
   5,   0,   1,   1, 200, 200,   1, 394
   5,   0,   1,   1, 200, 200,   1, 513
   5,   0,   2,   2, 200, 200,   1, 397
   5,   0,   1,   1, 200, 200,   1, 343
   5,   1,   2,   2, 200, 150,   4, 320
   5,   1,   1,   1, 150, 150,   4, 390
   5,   0,   1,   1, 150, 150,   1, 495
   5,   1,   2,   0, 150, 200,   3,   0
   5,   1,   1,   0, 200, 200,   3,   0
   5,   0,   1,   1, 200, 200,   1, 644
   5,   0,   1,   1, 200, 200,   1, 460
   5,   1,   2,   0, 200, 250,   3,   0
   5,   1,   2,   2, 200, 200,   4, 409
# 102,32,Male,Asian
