# Block,TrialType,Arrow,Response,leftSSD,rightSSD,ACC,RT
   2,   1,   1,   1, 250, 300,   4, 388
   2,   0,   1,   1, 250, 300,   1, 470
   2,   0,   1,   1, 250, 300,   1, 488
   2,   1,   2,   2, 250, 250,   4, 458
   2,   1,   1,   1, 200, 250,   4, 439
   2,   0,   1,   1, 200, 250,   1, 697
   2,   0,   2,   2, 200, 250,   1, 643
   2,   1,   2,   0, 200, 300,   3,   0
   2,   0,   2,   2, 200, 300,   1, 409
   2,   0,   1,   1, 200, 300,   1, 544
   2,   0,   2,   2, 200, 300,   1, 564
   2,   1,   2,   0, 200, 350,   3,   0
   2,   1,   1,   0, 250, 350,   3,   0
   2,   0,   2,   2, 250, 350,   1, 471
   2,   0,   1,   1, 250, 350,   1, 532
   2,   0,   1,   1, 250, 350,   1, 629
   2,   0,   2,   2, 250, 350,   1, 607
   2,   1,   2,   2, 250, 300,   4, 540
   2,   0,   2,   2, 250, 300,   1, 499
   2,   1,   2,   2, 250, 250,   4, 501
   2,   0,   2,   2, 250, 250,   1, 577
   2,   0,   1,   1, 250, 250,   1, 577
   2,   0,   1,   1, 250, 250,   1, 599
   2,   1,   1,   0, 300, 250,   3,   0
   2,   0,   1,   1, 300, 250,   1, 506
   2,   0,   2,   2, 300, 250,   1, 530
   2,   1,   1,   0, 350, 250,   3,   0
   2,   0,   2,   2, 350, 250,   1, 505
   2,   1,   2,   0, 350, 300,   3,   0
   2,   1,   2,   2, 350, 250,   4, 485
   2,   0,   2,   2, 350, 250,   1, 498
   2,   1,   1,   1, 300, 250,   4, 510
   2,   0,   2,   2, 300, 250,   1, 523
   2,   1,   2,   0, 300, 300,   3,   0
   2,   0,   1,   1, 300, 300,   1, 495
   3,   0,   2,   2, 300, 300,   1, 426
   3,   0,   2,   2, 300, 300,   1, 512
   3,   0,   1,   1, 300, 300,   1, 519
   3,   1,   1,   0, 350, 300,   3,   0
   3,   0,   1,   1, 350, 300,   1, 477
   3,   0,   1,   1, 350, 300,   1, 514
   3,   0,   1,   1, 350, 300,   1, 665
   3,   0,   1,   1, 350, 300,   1, 561
   3,   1,   2,   0, 350, 350,   3,   0
   3,   0,   2,   2, 350, 350,   1, 538
   3,   0,   2,   2, 350, 350,   1, 665
   3,   1,   1,   0, 400, 350,   3,   0
   3,   0,   2,   2, 400, 350,   1, 524
   3,   0,   2,   2, 400, 350,   1, 765
   3,   0,   1,   1, 400, 350,   1, 704
   3,   1,   1,   0, 450, 350,   3,   0
   3,   0,   2,   2, 450, 350,   1, 445
   3,   0,   1,   1, 450, 350,   1, 547
   3,   0,   1,   1, 450, 350,   1, 707
   3,   1,   1,   0, 500, 350,   3,   0
   3,   0,   2,   2, 500, 350,   1, 545
   3,   1,   1,   1, 450, 350,   4, 597
   3,   1,   2,   0, 450, 400,   3,   0
   3,   1,   2,   2, 450, 350,   4, 588
   3,   0,   1,   1, 450, 350,   1, 655
   3,   1,   2,   0, 450, 400,   3,   0
   3,   1,   1,   1, 400, 400,   4, 602
   3,   0,   1,   1, 400, 400,   1, 651
   3,   0,   2,   2, 400, 400,   1, 606
   3,   1,   2,   2, 400, 350,   4, 524
   3,   0,   2,   2, 400, 350,   1, 579
   3,   0,   1,   1, 400, 350,   1, 627
   3,   0,   2,   2, 400, 350,   1, 486
   3,   0,   2,   2, 400, 350,   1, 559
   3,   0,   2,   2, 400, 350,   1, 483
   3,   0,   2,   2, 400, 350,   1, 681
   3,   0,   1,   1, 400, 350,   1, 426
   3,   0,   2,   2, 400, 350,   1, 420
   3,   1,   1,   1, 350, 350,   4, 632
   3,   0,   2,   2, 350, 350,   1, 473
   3,   1,   2,   2, 350, 300,   4, 397
   3,   0,   1,   1, 350, 300,   1, 406
   3,   1,   2,   2, 350, 250,   4, 387
   3,   1,   1,   1, 300, 250,   4, 504
   3,   1,   2,   0, 300, 300,   3,   0
   3,   0,   1,   1, 300, 300,   1, 515
   3,   1,   1,   0, 350, 300,   3,   0
   3,   0,   2,   2, 350, 300,   1, 530
   3,   0,   2,   2, 350, 300,   1, 617
   3,   0,   2,   2, 350, 300,   1, 572
   3,   1,   2,   2, 350, 250,   4, 462
   3,   0,   1,   1, 350, 250,   1, 687
   3,   0,   1,   1, 350, 250,   1, 760
   3,   1,   1,   0, 400, 250,   3,   0
   3,   0,   1,   1, 400, 250,   1, 415
   3,   0,   1,   1, 400, 250,   1, 541
   3,   0,   1,   1, 400, 250,   1, 453
   3,   1,   2,   0, 400, 300,   3,   0
   3,   0,   1,   1, 400, 300,   1, 614
   3,   0,   2,   2, 400, 300,   1, 760
   4,   0,   2,   1, 400, 300,   0, 331
   4,   0,   1,   2, 400, 300,   0, 509
   4,   0,   2,   1, 400, 300,   0, 561
   4,   1,   2,   0, 400, 350,   3,   0
   4,   0,   2,   2, 400, 350,   1, 444
   4,   0,   2,   2, 400, 350,   1, 392
   4,   0,   2,   2, 400, 350,   1, 505
   4,   1,   1,   0, 450, 350,   3,   0
   4,   1,   1,   0, 500, 350,   3,   0
   4,   0,   1,   1, 500, 350,   1, 666
   4,   0,   2,   2, 500, 350,   1, 511
   4,   0,   1,   1, 500, 350,   1, 586
   4,   0,   2,   2, 500, 350,   1, 529
   4,   1,   2,   2, 500, 300,   4, 402
   4,   1,   1,   1, 450, 300,   4,1175
   4,   0,   1,   1, 450, 300,   1, 513
   4,   0,   2,   2, 450, 300,   1, 419
   4,   1,   1,   1, 400, 300,   4, 476
   4,   0,   1,   1, 400, 300,   1, 506
   4,   1,   1,   0, 450, 300,   3,   0
   4,   1,   2,   2, 450, 250,   4, 343
   4,   0,   1,   1, 450, 250,   1, 467
   4,   0,   1,   1, 450, 250,   1, 489
   4,   0,   2,   2, 450, 250,   1, 463
   4,   1,   2,   2, 450, 200,   4, 428
   4,   0,   1,   1, 450, 200,   1, 370
   4,   1,   2,   0, 450, 250,   3,   0
   4,   0,   2,   2, 450, 250,   1, 459
   4,   0,   2,   2, 450, 250,   1, 356
   4,   0,   2,   2, 450, 250,   1, 487
   4,   1,   1,   1, 400, 250,   4, 471
   4,   0,   2,   2, 400, 250,   1, 438
   4,   0,   2,   2, 400, 250,   1, 425
   4,   0,   2,   2, 400, 250,   1, 446
   4,   0,   1,   1, 400, 250,   1, 377
   4,   1,   1,   0, 450, 250,   3,   0
   4,   1,   2,   2, 450, 200,   4, 448
   4,   1,   2,   0, 450, 250,   3,   0
   4,   1,   1,   1, 400, 250,   4, 802
   4,   0,   1,   1, 400, 250,   1, 324
   4,   0,   1,   1, 400, 250,   1, 356
   4,   0,   2,   1, 400, 250,   0, 221
   4,   0,   1,   1, 400, 250,   1, 324
   4,   1,   2,   2, 400, 200,   4, 360
   4,   0,   1,   1, 400, 200,   1, 267
   4,   0,   2,   2, 400, 200,   1, 324
   4,   1,   2,   2, 400, 150,   4, 365
   4,   0,   1,   1, 400, 150,   1, 331
   4,   0,   2,   2, 400, 150,   1, 308
   4,   0,   1,   1, 400, 150,   1, 432
   4,   0,   1,   1, 400, 150,   1, 400
   4,   0,   2,   2, 400, 150,   1, 281
   4,   0,   1,   1, 400, 150,   1, 351
   4,   1,   1,   1, 350, 150,   4, 956
   4,   1,   1,   1, 300, 150,   4,1247
   4,   0,   1,   2, 300, 150,   0, 476
   4,   0,   1,   1, 300, 150,   1, 471
   4,   1,   2,   2, 300, 100,   4, 942
   4,   0,   2,   2, 300, 100,   1, 521
   4,   0,   1,   1, 300, 100,   1, 484
   5,   0,   1,   1, 300, 100,   1, 331
   5,   0,   1,   1, 300, 100,   1, 345
   5,   0,   2,   2, 300, 100,   1, 394
   5,   1,   2,   0, 300, 150,   3,   0
   5,   1,   1,   1, 250, 150,   4, 389
   5,   0,   2,   2, 250, 150,   1, 469
   5,   0,   1,   1, 250, 150,   1, 432
   5,   0,   1,   1, 250, 150,   1, 437
   5,   0,   2,   2, 250, 150,   1, 439
   5,   1,   2,   0, 250, 200,   3,   0
   5,   1,   1,   1, 200, 200,   4, 357
   5,   1,   1,   0, 250, 200,   3,   0
   5,   0,   2,   2, 250, 200,   1, 336
   5,   0,   2,   2, 250, 200,   1, 479
   5,   0,   2,   2, 250, 200,   1, 443
   5,   0,   2,   2, 250, 200,   1, 611
   5,   0,   1,   1, 250, 200,   1, 586
   5,   0,   1,   1, 250, 200,   1, 412
   5,   0,   2,   2, 250, 200,   1, 495
   5,   0,   2,   2, 250, 200,   1, 363
   5,   1,   1,   1, 200, 200,   4, 364
   5,   1,   1,   0, 250, 200,   3,   0
   5,   1,   2,   2, 250, 150,   4, 342
   5,   0,   2,   2, 250, 150,   1, 492
   5,   0,   1,   1, 250, 150,   1, 424
   5,   1,   2,   0, 250, 200,   3,   0
   5,   0,   2,   2, 250, 200,   1, 446
   5,   0,   2,   2, 250, 200,   1, 429
   5,   0,   1,   1, 250, 200,   1, 515
   5,   0,   2,   2, 250, 200,   1, 353
   5,   0,   1,   1, 250, 200,   1, 470
   5,   1,   1,   1, 200, 200,   4, 449
   5,   0,   1,   1, 200, 200,   1, 485
   5,   1,   1,   0, 250, 200,   3,   0
   5,   0,   2,   2, 250, 200,   1, 386
   5,   0,   2,   2, 250, 200,   1, 461
   5,   0,   2,   2, 250, 200,   1, 697
   5,   0,   1,   1, 250, 200,   1, 509
   5,   0,   2,   2, 250, 200,   1, 530
   5,   0,   1,   1, 250, 200,   1, 394
   5,   0,   1,   1, 250, 200,   1, 513
   5,   1,   1,   0, 300, 200,   3,   0
   5,   0,   1,   1, 300, 200,   1, 377
   5,   0,   2,   2, 300, 200,   1, 319
   5,   1,   2,   2, 300, 150,   4, 364
   5,   0,   1,   1, 300, 150,   1, 318
   5,   0,   1,   1, 300, 150,   1, 387
   5,   1,   2,   0, 300, 200,   3,   0
   5,   0,   1,   1, 300, 200,   1, 368
   5,   1,   2,   0, 300, 250,   3,   0
   5,   0,   1,   1, 300, 250,   1, 523
   5,   1,   2,   2, 300, 200,   4, 433
   5,   0,   2,   2, 300, 200,   1, 391
   5,   0,   1,   1, 300, 200,   1, 417
   5,   1,   1,   1, 250, 200,   4, 329
   5,   1,   1,   2, 200, 200,   4, 398
   5,   0,   2,   2, 200, 200,   1, 464
   5,   1,   2,   0, 200, 250,   3,   0
   5,   0,   1,   1, 200, 250,   1, 460
   5,   1,   2,   0, 200, 300,   3,   0
# 101,32,Male,Asian
