# Block,TrialType,Arrow,Response,leftSSD,rightSSD,ACC,RT
   3,   0,   1,   1, 300, 100,   1, 497
   3,   1,   1,   1, 250, 100,   4, 415
   3,   0,   2,   2, 250, 100,   1, 469
   3,   1,   1,   0, 300, 100,   3,   0
   3,   0,   2,   2, 300, 100,   1, 501
   3,   0,   1,   1, 300, 100,   1, 510
   3,   0,   2,   2, 300, 100,   1, 446
   3,   0,   2,   2, 300, 100,   1, 443
   3,   1,   1,   1, 250, 100,   4, 446
   3,   1,   2,   0, 250, 150,   3,   0
   3,   0,   1,   1, 250, 150,   1, 406
   3,   1,   2,   0, 250, 200,   3,   0
   3,   0,   2,   2, 250, 200,   1, 405
   3,   0,   2,   2, 250, 200,   1, 496
   3,   0,   2,   2, 250, 200,   1, 449
   3,   1,   2,   0, 250, 250,   3,   0
   3,   1,   1,   1, 200, 250,   4, 436
   3,   1,   2,   2, 200, 200,   4, 467
   3,   0,   1,   1, 200, 200,   1, 351
   3,   0,   2,   2, 200, 200,   1, 740
   3,   0,   2,   2, 200, 200,   1, 561
   3,   0,   1,   1, 200, 200,   1, 458
   3,   0,   2,   2, 200, 200,   1, 437
   3,   1,   1,   0, 250, 200,   3,   0
   3,   1,   2,   2, 250, 150,   4, 356
   3,   0,   2,   2, 250, 150,   1, 417
   3,   0,   1,   1, 250, 150,   1, 477
   3,   1,   2,   0, 250, 200,   3,   0
   3,   0,   1,   1, 250, 200,   1, 354
   3,   0,   1,   1, 250, 200,   1, 360
   3,   1,   2,   2, 250, 150,   4, 420
   3,   0,   1,   1, 250, 150,   1, 250
   3,   0,   2,   2, 250, 150,   1, 533
   3,   0,   2,   2, 250, 150,   1, 400
   3,   0,   1,   1, 250, 150,   1, 375
   3,   1,   1,   1, 200, 150,   4, 422
   3,   1,   2,   2, 200, 100,   4, 279
   4,   0,   2,   2, 200, 100,   1, 327
   4,   0,   2,   2, 200, 100,   1, 435
   4,   0,   1,   1, 200, 100,   1, 369
   4,   0,   1,   1, 200, 100,   1, 456
   4,   0,   1,   1, 200, 100,   1, 404
   4,   1,   2,   0, 200, 150,   3,   0
   4,   1,   2,   2, 200, 100,   4, 389
   4,   0,   2,   2, 200, 100,   1, 408
   4,   0,   1,   1, 200, 100,   1, 361
   4,   0,   1,   1, 200, 100,   1, 330
   4,   0,   2,   2, 200, 100,   1, 413
   4,   0,   1,   1, 200, 100,   1, 443
   4,   0,   1,   0, 200, 100,  -1,   0
   4,   0,   2,   2, 200, 100,   1, 318
   4,   0,   1,   1, 200, 100,   1, 396
   4,   1,   2,   0, 200, 150,   3,   0
   4,   0,   2,   2, 200, 150,   1, 374
   4,   1,   1,   0, 250, 150,   3,   0
   4,   0,   2,   2, 250, 150,   1, 360
   4,   0,   2,   2, 250, 150,   1, 437
   4,   0,   2,   2, 250, 150,   1, 416
   4,   0,   2,   2, 250, 150,   1, 390
   4,   0,   2,   2, 250, 150,   1, 353
   4,   1,   1,   1, 200, 150,   4, 419
   4,   1,   1,   0, 250, 150,   3,   0
   4,   0,   1,   1, 250, 150,   1, 413
   4,   0,   1,   1, 250, 150,   1, 542
   4,   1,   2,   0, 250, 200,   3,   0
   4,   0,   2,   2, 250, 200,   1, 447
   4,   1,   2,   0, 250, 250,   3,   0
   4,   1,   2,   2, 250, 200,   4, 458
   4,   0,   2,   2, 250, 200,   1, 513
   4,   0,   1,   1, 250, 200,   1, 545
   4,   0,   1,   1, 250, 200,   1, 434
   4,   0,   1,   1, 250, 200,   1, 408
   4,   1,   2,   2, 250, 150,   4, 411
   4,   1,   1,   0, 300, 150,   3,   0
   4,   0,   1,   1, 300, 150,   1, 449
   4,   0,   1,   1, 300, 150,   1, 483
   4,   1,   1,   1, 250, 150,   4, 441
   4,   1,   1,   1, 200, 150,   4, 380
   4,   0,   2,   2, 200, 150,   1, 426
   4,   1,   2,   2, 200, 100,   4, 347
   4,   1,   2,   0, 200, 150,   3,   0
   4,   1,   1,   1, 150, 150,   4, 371
   4,   0,   2,   2, 150, 150,   1, 425
   4,   0,   1,   1, 150, 150,   1, 404
   4,   0,   2,   2, 150, 150,   1, 440
   4,   0,   1,   1, 150, 150,   1, 439
   4,   0,   2,   2, 150, 150,   1, 345
   4,   0,   2,   2, 150, 150,   1, 403
   4,   1,   1,   0, 200, 150,   3,   0
   4,   0,   1,   1, 200, 150,   1, 440
   4,   1,   2,   0, 200, 200,   3,   0
   4,   1,   1,   0, 250, 200,   3,   0
   4,   0,   1,   1, 250, 200,   1, 460
   4,   0,   1,   1, 250, 200,   1, 441
   4,   0,   2,   2, 250, 200,   1, 359
   4,   0,   2,   2, 250, 200,   1, 365
   4,   1,   1,   1, 200, 200,   4, 438
   5,   0,   1,   1, 200, 200,   1, 332
   5,   0,   2,   2, 200, 200,   1, 517
   5,   0,   2,   2, 200, 200,   1, 415
   5,   0,   1,   1, 200, 200,   1, 328
   5,   0,   1,   1, 200, 200,   1, 388
   5,   0,   1,   1, 200, 200,   1, 403
   5,   0,   2,   2, 200, 200,   1, 447
   5,   0,   2,   2, 200, 200,   1, 385
   5,   0,   2,   2, 200, 200,   1, 397
   5,   1,   1,   1, 150, 200,   4, 341
   5,   0,   2,   2, 150, 200,   1, 404
   5,   0,   1,   1, 150, 200,   1, 369
   5,   1,   2,   2, 150, 150,   4, 962
   5,   1,   1,   1, 100, 150,   4, 325
   5,   1,   1,   0, 150, 150,   3,   0
   5,   0,   1,   1, 150, 150,   1, 397
   5,   1,   1,   0, 200, 150,   3,   0
   5,   0,   1,   1, 200, 150,   1, 474
   5,   0,   2,   2, 200, 150,   1, 543
   5,   0,   2,   2, 200, 150,   1, 377
   5,   0,   1,   1, 200, 150,   1, 356
   5,   1,   1,   1, 150, 150,   4, 427
   5,   0,   1,   0, 150, 150,  -1,   0
   5,   0,   2,   2, 150, 150,   1, 321
   5,   1,   2,   0, 150, 200,   3,   0
   5,   0,   1,   1, 150, 200,   1, 381
   5,   0,   2,   2, 150, 200,   1, 403
   5,   1,   2,   2, 150, 150,   4, 343
   5,   0,   1,   1, 150, 150,   1, 321
   5,   1,   2,   2, 150, 100,   4, 353
   5,   0,   2,   2, 150, 100,   1, 484
   5,   0,   1,   1, 150, 100,   1, 465
   5,   0,   2,   2, 150, 100,   1, 417
   5,   1,   1,   0, 200, 100,   3,   0
   5,   1,   2,   0, 200, 150,   3,   0
   5,   1,   1,   1, 150, 150,   4, 406
   5,   0,   1,   1, 150, 150,   1, 489
   5,   0,   1,   1, 150, 150,   1, 483
   5,   0,   2,   2, 150, 150,   1, 672
   5,   0,   1,   1, 150, 150,   1, 420
   5,   0,   2,   2, 150, 150,   1, 418
   5,   1,   2,   2, 150, 100,   4, 347
   5,   0,   1,   1, 150, 100,   1, 443
   5,   0,   2,   2, 150, 100,   1, 448
   5,   0,   1,   1, 150, 100,   1, 414
   5,   1,   1,   0, 200, 100,   3,   0
   5,   0,   2,   2, 200, 100,   1, 405
   5,   0,   1,   1, 200, 100,   1, 430
   5,   0,   1,   1, 200, 100,   1, 458
   5,   0,   2,   2, 200, 100,   1, 431
   5,   0,   2,   2, 200, 100,   1, 333
   5,   1,   2,   0, 200, 150,   3,   0
   5,   1,   1,   1, 150, 150,   4, 379
   5,   0,   1,   1, 150, 150,   1, 519
   5,   0,   2,   2, 150, 150,   1, 328
   5,   1,   2,   2, 150, 100,   4, 371
   5,   1,   2,   0, 150, 150,   3,   0
   5,   0,   2,   2, 150, 150,   1, 403
   5,   1,   1,   1, 100, 150,   4, 409
   5,   1,   2,   0, 100, 200,   3,   0
# 103,32,Male,Asian
